,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk,age_binned,tenure_binned,salary_binned,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,PrevCountryLat,PrevCountryLon,Previous Region,Previous Functional Area_new,Previous Job Level_new,Previous Career Path_new,Previous Performance Rating_new,Previous Region_new
12945,23876,45,Yes,Low,High,Yes,Male,Generation X,Managerial,Non-Minority,196,120000,Full-Time,Regular,No,18,Marketing,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Same Level,No,8,5,6,Marketing,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,1,3,2,4,1
3575,13769,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,5,R&D,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,4,3,3,R&D,3 - Senior,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,2,1,2,0
9736,20483,27,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,34,40000,Full-Time,Regular,No,51,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Switzerland,46.798562,8.231974000000001,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,3,3,2,Service,3 - Senior,Functional,3 - Meets Expectations,46.798562,8.231974000000001,EMEA,4,2,1,2,2
11675,22534,22,No,Medium,High,No,Female,Generation Y,Non-Managerial,Minority,2,50000,Full-Time,Temporary,No,29,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,Yes,No,3 - Decreasing,Intra-Functional Move,Promotion,No,1,1,3,R&D,3 - Senior,Functional,5 - Consistently Exceeds Expectations,22.351115,78.667743,APJ,2,2,1,4,0
8658,19301,21,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,5,65000,Full-Time,Regular,No,52,Support,2 - Specialist,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,1,1,4,Support,2 - Specialist,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,5,1,1,2,1
7175,17743,50,No,Unallocated,Unallocated,Yes,Female,Late Boomers,Managerial,Non-Minority,132,70000,Full-Time,Regular,No,55,Marketing,4 - Expert / Manager,Project / Management,3 - Meets Expectations,EMEA,France,46.603353999999996,1.888334,Yes,Yes,2 - Constant,Cross-Functional Move,Promotion,No,9,5,4,Sales,3 - Senior,Functional,3 - Meets Expectations,46.603353999999996,1.888334,EMEA,3,2,1,2,2
9239,19932,22,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,15,65000,Full-Time,Temporary,No,52,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,EMEA,Austria,47.200034,13.199959,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,1,2,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,47.200034,13.199959,EMEA,3,4,2,2,2
2367,12549,49,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,60,40000,Full-Time,Regular,No,3,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,9,4,2,Service,3 - Senior,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,4,2,1,2,2
9378,20099,38,Yes,Medium,Low,Yes,Male,Generation X,Non-Managerial,Minority,60,30000,Full-Time,Regular,Yes,52,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,3 - Decreasing,Intra-Functional Move,Promotion,No,6,4,2,Sales,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,3,2,1,3,1
15098,26135,28,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,30000,Full-Time,Regular,No,24,R&D,1 - Associate,Functional,3 - Meets Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Intra-Functional Move,Demotion,No,3,3,2,R&D,3 - Senior,Functional,3 - Meets Expectations,30.876027,35.00152,EMEA,2,2,1,2,2
6126,16664,34,No,Medium,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,2,120000,Full-Time,Regular,No,9,Marketing,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Cross-Functional Move,Same Level,No,5,1,6,Sales,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,3,2,1,3,1
12928,23856,42,No,Low,Medium,No,Female,Generation X,Non-Managerial,Non-Minority,5,120000,Full-Time,Regular,No,18,R&D,4 - Expert / Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,Intra-Functional Move,Same Level,No,7,1,6,R&D,4 - Expert / Manager,Project / Management,3 - Meets Expectations,39.78373,-100.445882,Americas,2,3,2,2,1
8821,19468,28,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,52,Service,1 - Associate,Functional,4 - Exceeds Expectations,Americas,Mexico,19.432601000000002,-99.133342,No,Yes,1 - Increasing,Cross-Functional Move,Demotion,No,3,3,2,Support,2 - Specialist,Functional,3 - Meets Expectations,19.432601000000002,-99.133342,Americas,5,1,1,2,1
11426,22283,24,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,No,33,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,Cross-Functional Move,Same Level,No,2,1,2,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,2,3,1,2,2
1724,11839,36,No,Low,Medium,No,Female,Generation X,Non-Managerial,Non-Minority,14,70000,Full-Time,Regular,No,2,Marketing,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,5,2,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,2,1,1,2,2
13140,24085,30,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,70000,Full-Time,Regular,No,18,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,1 - Increasing,Cross-Functional Move,Same Level,No,4,3,4,R&D,2 - Specialist,Functional,2 - Partially Meets Expectations,22.351115,78.667743,APJ,2,1,1,1,0
4449,14763,31,Yes,Medium,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,6,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,EMEA,Romania,45.985213,24.685923000000003,No,Yes,1 - Increasing,Intra-Functional Move,Demotion,No,4,1,2,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,45.985213,24.685923000000003,EMEA,3,3,2,2,2
13884,24875,49,Yes,Low,High,Yes,Female,Generation X,Non-Managerial,Non-Minority,48,70000,Full-Time,Regular,No,36,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,Cross-Functional Move,Same Level,No,9,4,4,Support,3 - Senior,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,5,2,1,3,2
9639,20382,22,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,52,R&D,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Bulgaria,42.607397999999996,25.485661999999998,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,1,1,2,R&D,3 - Senior,Functional,3 - Meets Expectations,42.607397999999996,25.485661999999998,EMEA,2,2,1,2,2
11374,22220,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,33,R&D,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,No,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,1,1,3,2
13431,24397,28,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,34,50000,Full-Time,Regular,No,15,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,Cross-Functional Move,Same Level,No,3,3,3,R&D,3 - Senior,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,2,1,4,2
15068,26100,28,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,60,40000,Full-Time,Regular,No,24,R&D,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,3,4,2,R&D,3 - Senior,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,2,1,3,0
14277,25268,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,36,Service,4 - Expert / Manager,Project / Management,1 - Does Not Meet Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Cross-Functional Move,Same Level,No,1,1,4,Support,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,5,3,2,4,2
602,10715,30,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,8,F&A. HR. Administration,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,No,4,3,3,Service,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,4,1,1,2,0
12631,23540,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,18,Service,2 - Specialist,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,Yes,No,3 - Decreasing,Cross-Functional Move,Same Level,No,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,36.574844,139.239418,APJ,5,1,1,3,0
12756,23670,29,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,36,50000,Full-Time,Regular,No,18,Support,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,Yes,Yes,2 - Constant,Cross-Functional Move,Same Level,No,4,3,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,2,1,3,0
1614,11729,49,Yes,Low,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,No,2,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,Cross-Functional Move,Same Level,No,9,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,2,1,1,2,2
14152,25143,25,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,36,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,Yes,2 - Constant,Cross-Functional Move,Same Level,No,2,3,2,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,4,3,2,2,2
13182,24127,23,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,18,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,2,1,2,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,4,3,1,2,0
9023,19698,38,Yes,Low,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,136,40000,Full-Time,Regular,No,52,Sales,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,6,5,2,Sales,3 - Senior,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,2,1,2,1
13315,24274,48,No,Medium,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,34,70000,Full-Time,Regular,No,15,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,8,3,4,Sales,1 - Associate,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,3,0,1,2,2
11590,22449,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,29,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,No,1,1,4,R&D,3 - Senior,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,2,1,3,2
5767,16273,43,No,Low,Low,No,Male,Generation X,Managerial,Non-Minority,108,70000,Full-Time,Regular,No,8,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,7,5,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,52.865196,-7.97946,EMEA,3,4,2,3,2
9577,20316,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,52,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,5,1,1,3,2
16708,27842,20,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,65000,Part-Time,Regular,No,0,Sales,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,Yes,2 - Constant,Cross-Functional Move,Same Level,No,1,1,4,Marketing,2 - Specialist,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,1,1,1,2,2
13742,24727,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,60,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,1,1,4,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,3,1,4,2
13070,24006,28,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Regular,No,18,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,EMEA,UK,54.702355000000004,-3.276575,Yes,Yes,2 - Constant,Intra-Functional Move,Same Level,No,3,4,3,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,-6.8699699999999995,-75.045851,Americas,3,3,1,4,1
13797,24785,28,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,8,50000,Full-Time,Regular,No,48,R&D,2 - Specialist,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,3,1,3,R&D,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,2,1,1,2,0
9449,20176,44,No,Medium,Medium,No,Female,Generation X,Managerial,Minority,132,120000,Full-Time,Regular,No,52,Sales,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Denmark,55.670249,10.333328,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,7,5,6,Sales,3 - Senior,Functional,3 - Meets Expectations,46.603353999999996,1.888334,EMEA,3,2,1,2,2
13665,24648,33,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,96,70000,Full-Time,Regular,No,14,R&D,2 - Specialist,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,5,5,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,2,1,1,2,0
6894,17444,41,No,Low,Medium,No,Female,Generation X,Non-Managerial,Minority,148,70000,Full-Time,Regular,Yes,56,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,3 - Decreasing,Intra-Functional Move,Same Level,No,7,5,4,R&D,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,2,3,2,4,1
4163,14439,31,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,50000,Full-Time,Regular,No,6,R&D,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No,4,3,3,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,3
14541,25550,42,Yes,Low,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,120,85000,Full-Time,Regular,No,36,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Austria,47.200034,13.199959,No,No,0 - Not available,Intra-Functional Move,Same Level,No,7,5,5,Marketing,3 - Senior,Functional,5 - Consistently Exceeds Expectations,47.200034,13.199959,EMEA,1,2,1,4,2
9295,19999,27,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,52,Sales,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,3,4,3,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,3,3,1,3,2
1630,11745,49,No,Medium,High,No,Female,Generation X,Non-Managerial,Non-Minority,132,70000,Full-Time,Regular,No,2,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,9,5,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,2,1,1,2,2
9227,19919,22,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,15,65000,Full-Time,Temporary,No,52,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,1,2,4,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,3,1,3,2
14881,25891,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,24,F&A. HR. Administration,4 - Expert / Manager,Functional,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,Yes,No,3 - Decreasing,Cross-Functional Move,Promotion,No,1,1,4,Sales,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,1.290475,103.852036,APJ,3,1,1,4,0
15089,26124,28,Yes,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,24,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,3,3,2,Support,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,5,1,1,2,0
13230,24182,39,Yes,Low,Low,Yes,Female,Generation X,Non-Managerial,Non-Minority,204,50000,Full-Time,Regular,No,18,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,6,5,3,R&D,3 - Senior,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,2,2,1,2,1
8832,19479,25,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,15,40000,Full-Time,Regular,No,52,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Same Level,No,2,2,2,Marketing,3 - Senior,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,1,2,1,4,2
15560,26652,24,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,12,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Italy,42.638426,12.674297,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,2,1,2,Support,3 - Senior,Functional,3 - Meets Expectations,42.638426,12.674297,EMEA,5,2,1,2,2
6015,16549,25,No,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,9,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,2,1,2,R&D,3 - Senior,Functional,3 - Meets Expectations,46.603353999999996,1.888334,EMEA,2,2,1,2,2
6058,16594,30,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,9,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,EMEA,UK,54.702355000000004,-3.276575,Yes,Yes,1 - Increasing,Intra-Functional Move,Same Level,No,4,1,2,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,54.702355000000004,-3.276575,EMEA,2,3,1,3,2
15082,26117,28,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Minority,48,50000,Full-Time,Temporary,Yes,24,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,No,3 - Decreasing,Intra-Functional Move,Same Level,No,3,4,3,Support,2 - Specialist,Functional,4 - Exceeds Expectations,60.500021,9.099972,EMEA,5,1,1,3,2
5851,16366,42,Yes,Low,Low,Yes,Female,Generation X,Non-Managerial,Non-Minority,72,70000,Part-Time,Regular,No,9,Sales,3 - Senior,Functional,0 - No performance Measurement,EMEA,Italy,42.638426,12.674297,No,No,0 - Not available,Intra-Functional Move,Same Level,No,7,4,4,Sales,3 - Senior,Functional,3 - Meets Expectations,42.638426,12.674297,EMEA,3,2,1,2,2
1628,11743,49,No,Low,Medium,No,Male,Generation X,Managerial,Non-Minority,60,85000,Full-Time,Regular,No,2,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,9,4,5,R&D,2 - Specialist,Functional,3 - Meets Expectations,40.033265,-7.889626,EMEA,2,1,1,2,2
2070,12209,41,Yes,Low,High,Yes,Male,Generation X,Non-Managerial,Non-Minority,14,70000,Full-Time,Regular,No,3,Sales,2 - Specialist,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,Intra-Functional Move,Same Level,No,7,2,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,61.066692,-107.991707,Americas,3,1,1,2,1
9808,20562,27,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,51,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,France,46.603353999999996,1.888334,Yes,No,0 - Not available,Intra-Functional Move,Promotion,No,3,4,3,Sales,3 - Senior,Functional,3 - Meets Expectations,46.603353999999996,1.888334,EMEA,3,2,1,2,2
12443,23346,47,Yes,Low,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,108,70000,Full-Time,Regular,No,22,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,8,5,4,Service,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,4,1,1,4,2
9723,20468,22,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,9,65000,Part-Time,Temporary,No,51,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,France,46.603353999999996,1.888334,No,No,0 - Not available,Intra-Functional Move,Same Level,No,1,1,4,Marketing,2 - Specialist,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,1,1,1,3,2
11022,21847,36,Yes,Low,High,Yes,Female,Generation X,Managerial,Non-Minority,144,120000,Full-Time,Regular,No,33,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,Cross-Functional Move,Promotion,No,5,5,6,Service,1 - Associate,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,4,0,1,2,2
12304,23200,42,No,Medium,High,No,Female,Generation X,Non-Managerial,Non-Minority,72,120000,Full-Time,Regular,No,25,Sales,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,Intra-Functional Move,Demotion,No,7,4,6,Sales,3 - Senior,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,3,2,1,2,2
11478,22335,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,31,F&A. HR. Administration,1 - Associate,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Cross-Functional Move,Same Level,No,1,1,4,Service,1 - Associate,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,4,0,1,3,2
10345,21134,27,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,No,40,R&D,4 - Expert / Manager,Project / Management,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,No,3,1,3,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,3,1,2,0
3822,14047,29,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,5,F&A. HR. Administration,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,No,4,3,5,R&D,3 - Senior,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,2,1,3,0
14974,25984,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,24,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,3 - Decreasing,Intra-Functional Move,Promotion,No,1,1,4,R&D,3 - Senior,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,2,1,4,2
